Timestamp,Left elbow angle,Right elbow angle,Left knee angle,Right knee angle,Nose(X),Nose(Y),Neck(X),Neck(Y),ShoulderRight(X),ShoulderRight(Y),ElbowRight(X),ElbowRight(Y),WristRight(X),WristRight(Y),ShoulderLeft(X),ShoulderLeft(Y),ElbowLeft(X),ElbowLeft(Y),WristLeft(X),WristLeft(Y),HipRight(X),HipRight(Y),KneeRight(X),KneeRight(Y),AnkleRight(X),AnkleRight(Y),HipLeft(X),HipLeft(Y),KneeLeft(X),KneeLeft(Y),AnkleLeft(X),AnkleLeft(Y),EyeRight(X),EyeRight(Y),EyeLeft(X),EyeLeft(Y),EarRight(X),EarRight(Y),EarLeft(X),EarLeft(Y),FootLeft(X),FootLeft(Y),FootRight(X),FootRight(Y),Pelvis(X),Pelvis(Y),Waist(X),Waist(Y),Chest(X),Chest(Y)
621376046036759942,179,180,180,180,321,601,303,852,4,858,-1,-1,-1,-1,602,874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,516,367,494,94,596,469,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046037095256,178,180,180,180,322,616,303,865,4,874,-1,-1,-1,-1,602,893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,522,369,511,97,596,462,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046037428649,178,180,180,180,324,644,303,905,4,909,-1,-1,-1,-1,609,927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,552,374,539,99,624,459,582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046037760037,175,180,180,180,325,673,306,940,4,945,-1,-1,-1,-1,611,962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,217,568,385,569,102,639,459,595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046038095739,178,180,180,180,330,707,314,982,4,984,-1,-1,-1,-1,614,1005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,613,392,605,103,665,471,621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046038426149,179,180,180,180,330,741,316,1034,4,1001,-1,-1,-1,-1,623,1058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,647,396,642,105,731,493,670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046038763704,179,180,180,180,331,774,318,1060,4,1052,-1,-1,-1,-1,626,1088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234,665,397,679,107,754,503,670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046039095507,179,180,180,180,335,784,319,1086,4,1073,-1,-1,-1,-1,632,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,690,398,697,108,766,518,719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046039428774,180,180,180,180,336,784,322,1086,4,1105,-1,-1,-1,-1,634,1105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,690,401,712,108,766,524,743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046039760042,180,180,180,180,336,798,327,1099,4,1118,-1,-1,-1,-1,640,1111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,705,401,712,108,772,525,743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046040094114,180,180,180,180,333,809,332,1121,4,1122,-1,-1,-1,-1,640,1123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,732,406,724,107,784,527,757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046040429314,180,180,180,180,333,821,331,1129,4,1126,-1,-1,-1,-1,640,1132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234,734,407,731,108,785,531,762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046040795245,180,180,180,180,333,830,331,1133,4,1138,-1,-1,-1,-1,642,1139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234,738,408,739,106,796,532,762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046041096442,180,180,180,180,333,830,332,1136,4,1144,-1,-1,-1,-1,645,1139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234,749,408,739,107,796,533,772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046041429114,180,180,180,180,333,840,327,1138,4,1151,-1,-1,-1,-1,643,1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,748,408,748,104,800,534,772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046041761382,180,180,180,180,333,849,329,1153,4,1155,-1,-1,-1,-1,645,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,753,408,753,104,818,534,786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046042108418,180,180,180,180,337,861,328,1156,4,1159,-1,-1,-1,-1,646,1160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,764,410,765,106,822,539,806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046042760611,180,180,180,180,337,876,333,1177,4,1170,-1,-1,-1,-1,642,1172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232,776,410,780,105,827,543,825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621376046043093404,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
621376046043429809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
621376046043761472,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
